ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing Care,Physical Therapy,Occupational Therapy,Speech Therapy,Medical Social Services,Home Health Aide Services,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients had more pressure sores (bed sores) when home health care ended.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room – without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
377630,"RAINBOW HOME HEALTH, INC",GARMAN-BATES RD,ANTLERS,OK,74523,5802983272,PROPRIETARY,6/13/2000,Y,Y,Y,Y,N,Y,88,84,97,92,38,37,93,90,98,100,97,97,82,53,59,61,40,38,199,201,43,201,42
377631,OKLAHOMA HEALTHCARE SOLUTIONS X,"4300 HIGHLINE, STE F100",OKLAHOMA CITY,OK,73108,4059484449,PROPRIETARY,9/7/2000,Y,Y,Y,Y,Y,Y,89,81,99,89,68,46,88,89,96,199,100,92,92,49,38,54,38,42,199,201,41,201,44
377632,OKLAHOMA HEALTHCARE SOLUTIONS I X,121 SOUTH 5TH,HENRYETTA,OK,74437,9186509133,PROPRIETARY,9/13/2000,Y,Y,Y,Y,N,Y,89,81,99,76,58,39,89,93,97,100,68,82,89,39,35,49,45,33,86,201,37,201,41
377633,ENCOMPASS HOME HEALTH OF SOUTHEAST OKLAHOMA,"WEST HIGHWAY 70, SUITE A",BOSWELL,OK,74727,5805661190,PROPRIETARY,2/15/2001,Y,Y,Y,Y,Y,Y,83,90,100,97,60,74,76,99,95,99,80,88,99,70,59,77,49,47,91,201,60,201,33
377635,SANS BOIS HEALTH SERVICES,"1505 E MAIN, SUITE C",STIGLER,OK,74462,9189671001,PROPRIETARY,3/20/2001,Y,Y,N,Y,Y,Y,93,87,99,99,41,32,97,98,100,98,100,99,96,52,47,60,40,42,93,201,44,201,48
377636,"CARTER HEALTHCARE, INC","5366 NW CACHE ROAD, SUITE 2",LAWTON,OK,73505,5803530377,PROPRIETARY,3/28/2001,Y,Y,N,N,Y,Y,99,97,100,100,87,90,98,100,100,100,100,100,99,68,49,68,57,56,89,201,50,201,33
377637,"CARTER HEALTHCARE, INC",2846 E 101ST STREET,TULSA,OK,74137,9184254000,PROPRIETARY,4/5/2001,Y,Y,Y,Y,Y,Y,98,94,100,100,85,83,96,100,100,100,99,100,100,62,58,72,55,62,90,201,56,201,32
377639,ENTRUST HOME HEALTH,"5104 N FRANCIS AVE, STE 100",OKLAHOMA CITY,OK,73118,4057949200,PROPRIETARY,6/7/2001,Y,Y,Y,Y,Y,Y,94,93,100,99,61,77,88,97,100,199,99,100,97,72,63,73,78,62,92,201,60,201,26
377640,"HEART CARE AT HOME, LLC","3160 W BRITTON ROAD, STE D",OKLAHOMA CITY,OK,73120,4059481700,PROPRIETARY,9/25/2001,Y,Y,Y,Y,Y,Y,97,199,100,100,91,90,199,100,199,199,199,199,94,199,199,199,199,199,199,201,199,201,41
377641,"GIRLING HEALTH CARE, INC",2601 NW EXPRESSWAY STE 401E,OKLAHOMA CITY,OK,73112,4055571643,PROPRIETARY,8/31/2001,Y,Y,Y,Y,Y,Y,81,84,99,97,57,53,61,99,93,199,85,92,97,54,46,55,61,63,89,201,45,201,26
377642,AMEDISYS HOME HEALTH,"14201 CALIBER DRIVE, SUITE 110",OKLAHOMA CITY,OK,73134,4059422445,PROPRIETARY,12/21/2001,Y,Y,Y,Y,Y,Y,88,87,100,100,74,67,92,100,96,96,94,90,100,59,48,64,64,59,93,201,54,201,28
377643,ENCOMPASS HOME HEALTH OF EASTERN OKLAHOMA,111 S YORK,MUSKOGEE,OK,74403,9186826202,PROPRIETARY,1/30/2002,Y,Y,Y,Y,Y,Y,87,90,100,93,55,59,88,98,97,94,80,89,99,57,51,64,48,50,91,201,49,201,33
377644,"CHOICE HOME HEALTH, INC","1 NW 64TH STREET, SUITE A",OKLAHOMA CITY,OK,73116,4058793470,PROPRIETARY,2/14/2002,Y,Y,Y,Y,Y,Y,97,87,97,87,67,47,87,95,98,98,94,97,81,60,57,62,61,63,76,201,46,201,31
377645,PROVIDENCE HOME CARE,"4334 N W EXPRESSWAY, SUITE 176",OKLAHOMA CITY,OK,73116,4056023295,PROPRIETARY,2/12/2002,Y,Y,Y,Y,Y,Y,84,51,99,99,82,78,44,97,70,199,65,72,95,57,38,64,68,51,86,201,48,201,30
377647,"TRADITIONS HOME CARE, INC",100 S 3RD STREET,MCALESTER,OK,74501,9184260983,PROPRIETARY,6/28/2002,Y,Y,Y,Y,N,Y,95,90,99,99,76,72,84,98,98,199,199,76,99,73,57,87,68,59,89,201,61,201,24
377648,SUPRA HOME CARE OF OKLAHOMA,"2123 NORTH CLASSEN BLVD, STE A",OKLAHOMA CITY,OK,73106,4055245555,PROPRIETARY,7/8/2002,Y,Y,Y,Y,Y,Y,77,199,199,82,199,64,199,95,199,199,199,199,59,199,199,199,199,199,199,201,199,201,18
377649,"NURSEFINDERS, LLC","512 WASHINGTON BLVD, SUITE #D & E",BARTLESVILLE,OK,74006,9183334745,PROPRIETARY,10/2/2002,Y,Y,Y,Y,Y,Y,90,96,97,99,84,91,199,99,100,199,100,94,96,53,36,55,64,55,199,201,26,201,38
377650,"NURSES TO GO, INC",3501 LINCOLN,IDABEL,OK,74745,5802865611,PROPRIETARY,11/6/2002,Y,Y,N,N,N,Y,89,90,98,98,48,52,100,98,100,199,100,100,91,36,43,51,30,43,199,201,37,201,42
377651,"ACCENTRA HOME HEALTHCARE, INC",4350 WILL ROGERS PARKWAY,OKLAHOMA CITY,OK,73108,4054882222,PROPRIETARY,12/12/2002,Y,Y,Y,Y,Y,Y,89,81,97,89,80,85,94,88,96,199,93,87,96,47,57,62,58,63,97,201,36,201,29
377652,"LORETTA'S HOME HEALTH CARE, INC","500 MERIDIAN, #107",OKLAHOMA CITY,OK,73107,4059482770,PROPRIETARY,12/18/2002,Y,Y,Y,Y,Y,Y,75,100,100,96,32,56,199,97,96,199,199,100,94,40,36,43,58,56,199,201,25,201,38
377653,"PERSONAL TOUCH HOME HEALTH, INC",230 E MISSOURI,WALTERS,OK,73572,5808753702,PROPRIETARY,12/27/2002,Y,Y,N,N,N,Y,83,75,100,100,63,74,199,96,100,199,199,199,94,199,199,199,199,199,199,201,199,201,39
377654,"MILLENNIUM HOME HEALTH CARE, INC",12129 E SKELLY DRIVE,TULSA,OK,74128,9184936555,PROPRIETARY,12/17/2002,Y,Y,Y,Y,Y,Y,79,95,95,97,71,72,99,91,99,199,97,96,98,39,30,47,40,31,99,201,33,201,40
377655,MILLENNIUM HOME CARE OF  S E OKLAHOMA,1090 US HIGHWAY 271,HUGO,OK,74743,5803178079,PROPRIETARY,3/25/2003,Y,Y,N,Y,N,Y,91,83,96,87,29,44,61,95,66,199,50,87,98,54,31,75,72,71,199,201,41,201,37
377656,ENCOMPASS HOME HEALTH OF WESTERN OKLAHOMA,1627 CYPRESS DRIVE,WEATHERFORD,OK,73096,5807742201,PROPRIETARY,3/26/2003,Y,Y,Y,Y,Y,Y,89,97,99,94,61,72,89,99,97,100,97,96,99,56,48,65,53,49,90,201,50,201,31
377657,AT HOME IN OKLAHOMA,700 MISSION LANE,OKMULGEE,OK,74447,9187567485,COMBINATION GOVERNMENT VOLUNTARY,4/25/2003,Y,Y,Y,Y,Y,Y,86,94,95,90,79,64,199,81,100,199,199,91,88,35,199,44,35,37,199,201,199,201,40
377658,"INTERIM HEALTHCARE OF OKLAHOMA CITY, INC",5600 N MAY AVE,OKLAHOMA CITY,OK,73112,4058483555,PROPRIETARY,5/15/2003,Y,Y,Y,Y,Y,Y,70,84,94,92,81,85,89,96,89,100,85,100,93,53,51,73,64,66,92,201,52,201,23
377659,"SOUTHWESTERN HOME HEALTH, INC",15 NE 20TH STREET,LAWTON,OK,73507,5802487060,PROPRIETARY,8/14/2003,Y,Y,Y,Y,N,Y,96,78,99,97,83,83,98,99,98,199,77,83,90,55,61,72,63,56,95,201,43,201,29
377660,ASPIRE HOME CARE II,112 N BROADWAY,WALTERS,OK,73572,5808753975,PROPRIETARY,8/7/2003,Y,Y,Y,Y,Y,Y,84,99,100,95,62,63,97,96,100,94,99,95,94,52,41,60,58,37,100,201,45,201,38
377661,HEALTHBACK OF IDABEL,1102 SE WASHINGTON STREET,IDABEL,OK,74745,5802866541,PROPRIETARY,11/14/2003,Y,Y,Y,Y,Y,Y,85,89,99,98,71,55,86,100,96,96,73,92,100,46,33,55,25,17,94,201,44,201,35
377662,ACCESS HEALTH TEAM,200  WEST GENTRY,CHECOTAH,OK,74426,9184734093,PROPRIETARY,12/3/2003,Y,Y,N,Y,N,Y,93,92,100,100,86,98,100,100,100,199,100,100,98,57,37,69,69,55,199,201,52,201,46
377663,"HEALING TOUCH HOMECARE SERVICES, INC",5601 NW 72ND ST,OKLAHOMA CITY,OK,73132,4056034951,PROPRIETARY,12/30/2003,Y,Y,Y,Y,Y,Y,98,76,100,100,79,80,91,99,92,92,88,100,99,55,53,66,63,57,98,201,43,201,30
377664,"LIFECARE OKLAHOMA, INC","226 W GRAY, STE 200",NORMAN,OK,73069,4053294545,PROPRIETARY,2/3/2004,Y,Y,Y,Y,Y,Y,95,76,91,97,71,91,97,83,99,97,97,93,84,59,40,68,60,61,90,201,54,201,29
377665,GENTLE SHEPHERD HOME HEALTH CARE,"6803 SOUTH WESTERN AVENUE, SUITE 404",OKLAHOMA CITY,OK,73139,4056312789,PROPRIETARY,2/19/2004,Y,Y,Y,Y,Y,Y,82,100,96,87,98,77,199,77,97,199,199,76,65,70,71,62,25,28,199,201,28,201,13
377666,INNOVATIVE SENIOR CARE HOME HEALTH,"416 W 15TH STREET, BLDG 400-A",EDMOND,OK,73013,4053414361,PROPRIETARY,3/10/2004,Y,Y,Y,Y,Y,Y,85,95,99,97,89,82,100,90,98,199,93,94,96,62,46,67,57,56,199,201,42,201,31
377667,ASPIRE HOME CARE LLL,1418 E JACKSON,HUGO,OK,74743,5802985700,PROPRIETARY,4/2/2004,Y,Y,Y,Y,Y,Y,93,89,96,97,43,0,199,100,100,199,199,199,98,199,199,58,16,11,199,201,199,201,37
377668,UNIVERSAL HEALTHCARE,114 NW 6TH STREET,OKLAHOMA CITY,OK,73102,4052720700,PROPRIETARY,4/23/2004,Y,Y,Y,Y,Y,Y,91,97,99,100,93,93,79,92,96,199,98,99,98,45,57,58,58,72,199,201,30,201,41
377669,VICTORY HOME HEALTH & HOSPICE,"104 THOMA, SUITE 1",ELGIN,OK,73538,5804926166,PROPRIETARY,5/19/2004,Y,Y,Y,Y,Y,Y,99,99,100,100,75,86,97,99,100,199,100,100,99,59,43,66,71,55,96,201,41,201,41
377670,"MAYS HOUSECALL HOME HEALTH, INC",803 E MAIN STREET,ADA,OK,74820,5804363322,PROPRIETARY,6/28/2004,Y,Y,Y,Y,N,Y,79,96,99,99,72,61,96,99,99,100,95,91,91,47,48,61,54,56,95,201,54,201,29
377671,ADVANTAGE HOME HEALTH & HOSPICE L L C,20775 292ND STREET,POTEAU,OK,74953,9186470653,PROPRIETARY,8/6/2004,Y,Y,N,Y,N,Y,86,80,99,99,85,63,92,99,94,199,83,93,96,49,52,57,46,49,99,201,41,201,38
377672,"3 D HEALTH CARE, INC",116 WEST MAIN STREET,WILBURTON,OK,74578,9184659001,PROPRIETARY,8/5/2004,Y,Y,N,Y,N,Y,92,100,99,99,76,87,100,98,100,199,199,199,97,58,55,57,49,23,97,201,38,201,39
377673,"FAMILY CARE HOME HEALTH, INC",4005 NW EXPRESSWAY,OKLAHOMA CITY,OK,73116,4058425656,PROPRIETARY,8/10/2004,Y,Y,N,Y,Y,Y,82,199,199,87,68,47,199,92,199,199,199,199,71,199,199,199,199,199,199,201,199,201,46
377674,CARE PLUS HOME HEALTH CARE INC,"8030 S MEMORIAL DR, STE D-1",TULSA,OK,74133,9182949760,PROPRIETARY,8/19/2004,Y,Y,Y,Y,Y,Y,91,89,99,99,73,73,75,98,96,199,82,91,94,25,21,30,22,25,199,201,30,201,41
377675,ABIDING HOME HEALTH OF OKLAHOMA CITY,5929 N MAY AVE STE #204,OKLAHOMA CITY,OK,73112,4056072302,PROPRIETARY,8/27/2004,Y,Y,Y,Y,Y,Y,86,95,100,99,73,78,100,97,100,199,100,99,98,56,32,53,44,41,84,201,43,201,33
377676,"CARTER HEALTHCARE, INC","217 N COMMERCE, SUITE G",ARDMORE,OK,73401,5802263166,PROPRIETARY,8/26/2004,Y,Y,N,Y,Y,Y,99,98,100,100,77,81,100,100,100,199,100,100,100,71,51,74,57,62,91,201,52,201,39
377677,"SOONER HEALTH SERVICES, INC","921 W 11TH STREET, SUITE 1",SULPHUR,OK,73086,5806226680,PROPRIETARY,10/1/2004,Y,Y,Y,Y,Y,Y,91,66,100,99,70,68,64,99,76,98,60,53,97,59,44,64,56,48,87,201,47,201,30
377678,"IDEAL HOME CARE, LP",2417 CHICKASAW BLVD,ARDMORE,OK,73401,5802262323,PROPRIETARY,10/1/2004,Y,Y,Y,Y,N,Y,95,92,99,99,80,79,88,99,99,96,89,91,100,50,41,60,46,40,96,201,45,201,32
377679,"HEART & SOUL HEALTHCARE, INC","1900 NORTH MACARTHUR, SUITE 101",OKLAHOMA CITY,OK,73127,4059426683,PROPRIETARY,9/30/2004,Y,Y,Y,Y,Y,Y,90,199,100,92,86,89,199,83,199,199,199,96,90,55,51,48,44,60,199,201,44,201,15
377680,RED RIVER HOMECARE,502 HIGHWAY 271 NORTH,ANTLERS,OK,74523,5802985320,PROPRIETARY,11/9/2004,Y,Y,Y,N,Y,Y,88,95,100,99,85,82,199,99,88,199,199,92,100,56,45,53,60,77,199,201,53,201,24
377682,"MASHOVIN HOME HEALTH CARE, INC",12131 E SKELLY DRIVE,TULSA,OK,74128,9182453337,PROPRIETARY,12/30/2004,Y,Y,Y,Y,Y,Y,59,83,99,88,21,16,96,99,98,199,199,87,83,51,64,57,37,47,199,201,47,201,35
377683,"COMPANION HOME HEALTH, LLC",1310 E OKLAHOMA AVENUE,GUTHRIE,OK,73044,4052823402,PROPRIETARY,1/6/2005,Y,Y,Y,Y,Y,Y,84,92,99,86,86,91,85,97,99,199,98,93,95,55,54,76,77,62,98,201,49,201,20
377684,HEALTHBACK HOME HEALTH OF O K C,"7512 N BROADWAY EXT, SUITE 308-A",OKLAHOMA CITY,OK,73116,4058428201,PROPRIETARY,4/7/2005,Y,Y,Y,Y,Y,Y,86,96,99,98,80,84,99,99,100,199,99,94,100,50,39,65,68,46,93,201,48,201,30
377686,"AGAPE HEALTH CARE SERVICES, INC",8523 EAST 11TH STREET,TULSA,OK,74112,9182458000,PROPRIETARY,5/12/2005,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
377688,EXPRESS HOME HELP,6300 NW EXPRESSWAY,OKLAHOMA CITY,OK,73132,4057227171,PROPRIETARY,7/14/2005,Y,Y,Y,Y,Y,Y,86,97,99,100,83,84,95,98,100,199,100,98,95,62,33,70,44,42,199,201,54,201,30
377689,VIALIFE CORPORATION,600 SOUTHEAST 49TH STREET,PRYOR,OK,74361,9188249600,PROPRIETARY,8/10/2005,Y,Y,Y,Y,Y,Y,90,199,100,95,94,83,199,100,199,199,199,199,93,199,199,199,199,199,199,201,199,201,44
377690,ROSS HEALTH CARE SERVICES OF SOUTHWEST OKLAHOMA,328 S 29TH,CHICKASHA,OK,73018,4052240012,PROPRIETARY,7/21/2005,Y,Y,Y,Y,Y,Y,96,92,92,86,81,81,92,91,95,97,93,82,97,66,49,73,71,64,99,201,54,201,34
377691,"MAYS HOUSECALL HOME HEALTH, INC","1312 SOUTH GARNETT, SUITE A",TULSA,OK,74128,9184370620,PROPRIETARY,7/20/2005,Y,Y,Y,Y,N,Y,70,95,100,99,80,74,98,99,100,100,99,95,92,46,50,54,51,41,84,201,38,201,28
377692,"NORTHWEST HOME HEALTH, INC","4200 PERIMETER CENTER, SUITE 130",OKLAHOMA CITY,OK,73112,4059428869,PROPRIETARY,8/10/2005,Y,Y,N,Y,Y,Y,87,199,199,87,199,82,199,87,199,199,199,199,83,199,199,199,199,199,199,201,199,201,57
377694,ONE HEALTH,1624 WEST OKMULGEE STREET,MUSKOGEE,OK,74401,9186824194,PROPRIETARY,6/21/2006,Y,Y,Y,Y,Y,Y,84,100,100,99,66,59,100,98,100,199,199,86,99,38,199,62,32,199,199,201,199,201,51
377695,"ALLWOOD HOME HEALTH, LLC",2836 LINDA LANE,DEL CITY,OK,73115,4056199180,PROPRIETARY,6/23/2006,Y,Y,Y,Y,Y,Y,81,77,97,98,95,86,199,14,100,199,199,100,95,48,16,46,24,199,199,201,199,201,39
377696,"CARING HOME HEALTH AGENCY, INC","3838 NW 36TH STREET, SUITE 108",OKLAHOMA CITY,OK,73112,4059428787,PROPRIETARY,7/20/2006,Y,Y,Y,Y,Y,Y,84,51,98,94,61,56,199,90,98,199,199,199,92,35,30,64,69,50,97,201,199,201,39
377697,"GOOD JOURNEY HOME HEALTH & HOSPICE, L L C",208 EAST BROADWAY,ALLEN,OK,74825,5808572125,PROPRIETARY,8/24/2006,Y,Y,Y,Y,Y,Y,96,85,97,94,67,68,71,88,100,199,100,98,93,66,56,73,32,57,199,201,199,201,41
377698,"PRAIRIE VIEW HOME HEALTH, INC","1206  MANVEL AVENUE, SUITE A",CHANDLER,OK,74834,4052580035,PROPRIETARY,8/29/2006,Y,Y,Y,Y,Y,Y,86,85,100,99,48,20,100,100,99,199,100,93,99,49,42,59,47,50,199,201,56,201,23
377699,CYPRESS HOME CARE,2816 EAST JACKSON STREET - SUITE B,HUGO,OK,74743,5803179333,PROPRIETARY,9/28/2006,Y,Y,Y,Y,Y,N,91,199,100,100,73,78,199,100,199,199,199,199,100,80,66,73,76,70,199,201,199,201,31
377700,"ONHL MEDICAL HOME HEALTH SERVICES, LLC",7TH & COMPTON,WEWOKA,OK,74884,4052571213,PROPRIETARY,10/3/2006,Y,Y,Y,Y,N,N,82,97,100,100,91,89,95,100,100,199,199,100,96,75,52,71,76,61,199,201,199,201,31
377701,COMFORT LIVING HEALTH SERVICES,"8801 S OLIE AVENUE, BUILDING 3",OKLAHOMA CITY,OK,73139,4057356700,PROPRIETARY,10/3/2006,Y,Y,Y,Y,Y,Y,86,100,100,100,80,81,100,100,100,199,100,98,97,39,28,50,35,34,199,201,29,201,37
377702,"SHEPHERD HOME HEALTH AND HOSPICE, LLC",812 GARY BOULEVARD,CLINTON,OK,73601,5803231580,PROPRIETARY,10/25/2006,Y,Y,Y,N,Y,Y,99,100,99,98,78,76,82,95,100,199,100,99,100,52,28,57,27,16,86,201,39,201,46
377703,"PETERS AGENCY HOME HEALTH SERVICES, L L C",1015 E CHOCTAW,SALLISAW,OK,74955,9187907555,PROPRIETARY,12/14/2006,Y,Y,Y,Y,Y,Y,92,85,100,97,36,50,100,97,100,199,100,100,98,68,65,72,46,46,199,201,77,201,38
377704,SISTERLY CARE HEALTH SERVICES L L C,315 WESTERN AVE,TISHOMINGO,OK,73460,5803719300,PROPRIETARY,12/12/2006,Y,Y,Y,N,N,Y,90,90,93,78,89,82,199,79,94,199,83,91,74,54,43,51,43,35,199,201,199,201,41
377705,"PRIME HOME HEALTH CARE, INC","1900 N MACARTHUR BLVD, SUITE 116",OKLAHOMA CITY,OK,73127,4056013826,PROPRIETARY,1/9/2007,Y,Y,Y,Y,Y,Y,66,97,92,100,12,72,199,93,100,199,199,96,67,63,64,38,64,35,199,201,199,201,3
377706,"PREMIER HOME HEALTH CARE, INC",1016 EAST SHAWNTEL SMITH BOULEVARD,MULDROW,OK,74948,9184271900,PROPRIETARY,2/28/2007,Y,Y,N,Y,N,Y,81,199,100,100,88,39,199,100,199,199,199,100,100,199,199,199,199,199,199,201,199,201,32
377708,IMAGE HOME CARE,6116 S MEMORIAL DR,TULSA,OK,74133,9186214454,PROPRIETARY,4/16/2007,Y,Y,Y,Y,Y,Y,68,95,97,93,70,76,95,94,100,199,95,95,91,42,39,53,61,55,199,201,49,201,45
377709,"FRONTLINE HOME HEALTH, INC","1500 NE 4TH STREET, STE 105",OKLAHOMA CITY,OK,73117,4055250118,PROPRIETARY,4/27/2007,Y,Y,Y,Y,Y,Y,92,199,199,100,199,75,199,100,199,199,199,199,100,199,199,199,199,199,199,201,199,201,21
377710,CORNERSTONE HOME HEALTH,3701 NORTH MERIDIAN,OKLAHOMA CITY,OK,73112,4053545454,PROPRIETARY,4/25/2007,Y,Y,Y,Y,Y,Y,86,93,100,98,41,28,199,97,97,199,199,79,100,42,26,48,34,20,199,201,37,201,32
377711,ACCOLADE HOME CARE,106 SOUTH 4TH STREET,SAYRE,OK,73662,5809289280,PROPRIETARY,8/11/2007,Y,Y,N,N,N,Y,90,97,100,98,85,60,199,100,100,199,100,100,99,58,53,64,39,39,199,201,37,201,33
377712,"OUTREACH HOME SERVICES, L L C",2303 SOUTH YORK STREET,MUSKOGEE,OK,74403,9186826400,PROPRIETARY,9/28/2007,Y,Y,Y,Y,N,Y,96,66,96,82,86,91,69,78,92,199,64,74,74,72,50,67,56,51,199,201,36,201,45
377713,"HOMECARE CLINICIANS, L L C",801 W BROADWAY,ARDMORE,OK,73401,5802249986,PROPRIETARY,12/14/2007,Y,Y,N,N,N,Y,90,98,100,98,70,74,199,97,97,199,97,98,95,57,34,54,55,38,199,201,42,201,36
377714,ROSS HEALTH CARE,920 W WILLOW,ENID,OK,73701,5802133333,PROPRIETARY,12/15/2007,Y,Y,Y,N,Y,Y,95,90,99,93,79,97,96,99,99,199,100,100,98,39,45,52,51,29,96,201,27,201,39
377715,"AHNI HEALTH SERVICES, INC",119 SOUTHWEST MAIN,KEOTA,OK,74941,9189663322,PROPRIETARY,1/17/2008,Y,Y,N,Y,N,Y,96,199,199,93,199,100,199,82,199,199,199,199,96,199,199,199,199,199,199,201,199,201,78
377716,"UNITED PARTNERS HEALTHCARE, INC",903 WEST MAIN,STIGLER,OK,74462,9189672593,PROPRIETARY,1/17/2008,Y,Y,N,N,N,Y,86,94,100,99,71,68,100,100,100,199,199,96,85,47,199,29,45,8,199,201,199,201,45
377717,"PHOENIX HOME HEALTH AGENCY, L L C",2526 NORTH MIDWEST BOULEVARD,SPENCER,OK,73084,4057021515,PROPRIETARY,1/31/2008,Y,Y,Y,Y,Y,Y,96,95,99,99,99,98,97,59,99,199,100,100,93,49,39,49,62,56,199,201,29,201,42
377718,"ALPHA HOME HEALTHCARE, INC","7510 NORTH BROADWAY, STE 205",OKLAHOMA CITY,OK,73116,4054635695,PROPRIETARY,4/25/2008,Y,Y,Y,Y,Y,Y,85,199,100,94,24,65,199,94,199,199,199,199,88,40,199,47,35,199,199,201,199,201,48
377719,"FAMILY CHOICE HOME CARE, L L C",2312 W THIRD STREET,ELK CITY,OK,73644,5802254140,PROPRIETARY,5/13/2008,Y,Y,N,N,Y,Y,93,88,100,94,80,100,199,94,100,199,100,100,96,41,42,50,16,26,199,201,47,201,39
377720,SELECT HOME HEALTH,1015 N SHARTEL,OKLAHOMA CITY,OK,73102,4056051400,PROPRIETARY,5/22/2008,Y,Y,Y,Y,Y,Y,94,90,100,97,46,67,97,97,99,199,99,97,93,39,34,49,63,36,199,201,37,201,43
377721,INNOVA HOME HEALTH,4100 PERIMEMTER CENTER DRIVE SUITE 210,OKLAHOMA CITY,OK,73112,4056049172,PROPRIETARY,6/2/2008,Y,Y,Y,Y,Y,Y,95,94,96,100,29,19,199,100,97,199,199,100,97,58,32,56,199,74,199,201,199,201,21
377722,"SOONER HEALTH SERVICES I I, INC","928 NORTH YORK, SUITE 38",MUSKOGEE,OK,74403,9186837713,PROPRIETARY,7/21/2008,Y,Y,Y,Y,Y,Y,97,60,100,100,74,80,85,97,91,199,74,40,100,71,61,75,72,59,89,201,56,201,26
377723,UNITY HOME HEALTH L L C,"1415 WEST MAIN STREET, SUITE 200",DURANT,OK,74701,5809310995,PROPRIETARY,8/22/2008,Y,Y,Y,Y,Y,Y,87,100,95,0,8,4,199,91,100,199,100,100,98,36,199,57,32,27,199,201,199,201,35
377724,"ASSURANCE HEALTH CARE SERVICES, L L C",1401 SOUTH PARK DRIVE,BROKEN BOW,OK,74728,5805849109,PROPRIETARY,8/6/2008,Y,Y,N,N,N,N,90,199,100,97,199,96,199,100,199,199,199,199,97,199,199,199,199,199,199,201,199,201,15
377725,"VENERATE HOME HEALTH EXPRESS, L L C","5131 NORTH CLASSEN BOULEVARD, SUITE 208",OKLAHOMA CITY,OK,73118,4056074400,PROPRIETARY,9/2/2008,Y,Y,Y,Y,Y,Y,85,94,100,97,84,93,199,99,100,199,199,96,87,42,47,46,64,43,199,201,25,201,35
377726,PRECISE HOME HEALTH CARE,900 EAST HARTFORD,PONCA CITY,OK,74601,5807626000,PROPRIETARY,3/11/2009,Y,Y,N,N,N,N,90,85,100,99,92,98,78,99,97,199,90,94,95,44,36,52,43,21,199,201,27,201,36
377727,ANGELIC HOME HEALTH CARE,3790 SOUTH ELM PLACE,BROKEN ARROW,OK,74011,9186223800,PROPRIETARY,6/26/2009,Y,Y,Y,Y,Y,Y,66,85,94,89,51,35,199,91,100,199,199,199,77,44,38,48,59,50,199,201,27,201,30
377728,"ETON HOME HEALTH, INC",4706 WEST URBANA STREET,BROKEN ARROW,OK,74012,9184599645,PROPRIETARY,6/19/2009,Y,Y,Y,Y,Y,Y,83,94,97,99,35,35,92,95,97,199,83,77,87,51,60,69,70,73,73,201,45,201,35
377729,GRAYSON HOME HEALTH,1305 N 16TH STREET,DURANT,OK,74701,8662203828,PROPRIETARY,8/6/2009,Y,Y,Y,Y,N,Y,85,84,100,99,65,88,199,100,100,199,100,100,100,55,51,55,48,43,199,201,21,201,28
377730,"INNOVATIVE HOME HEALTH, LLC","1320 NW HOMESTEAD DR, SUITE H",LAWTON,OK,73505,5802487400,PROPRIETARY,7/9/2009,Y,Y,N,N,N,N,81,78,94,92,90,88,199,96,98,199,199,93,81,44,37,55,48,36,199,201,45,201,26
377731,"UNITY HOME CARE, L L C",6015 NW 120TH CT,OKLAHOMA CITY,OK,73162,4057205931,PROPRIETARY,6/13/2009,Y,N,N,N,N,Y,96,96,100,99,76,92,95,99,100,199,98,99,94,36,29,52,55,42,199,201,25,201,33
377732,CELECT CARE HOME HEALTH INC,"27096 HWY 59, NORTH",SHADY POINT,OK,74956,9189632160,PROPRIETARY,7/15/2009,Y,Y,Y,Y,Y,Y,81,86,98,85,43,46,199,98,91,199,199,78,89,37,199,63,75,41,199,201,199,201,43
377733,SHANADOA HOME HEALTH INC,"2633 SE MISSION DRIVE, STE 128",BARTLESVILLE,OK,74006,9183310800,PROPRIETARY,8/11/2009,Y,Y,N,N,N,Y,92,90,98,98,77,86,56,97,93,199,50,92,93,52,37,55,45,54,199,201,22,201,35
