ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing,Physical,Occupational Therapy,Speech Therapy,Medical Social,Home Health Aide,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients had more pressure sores (bed sores) when home health care ended.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
237556,"TRIAD HOME CARE, INC","28482 CHERRY HILL ROAD, SUITE C",GARDEN CITY,MI,48135,7342663500,Proprietary,4/12/05 0:00,Y,Y,Y,Y,Y,Y,52,91,100,99,63,51,97,99,99,199,99,98,98,42,48,75,65,63,85,201,56,201,24
237557,"ACCELERATED HOMECARE SERVICES, INC",2321 WATER STREET SUITE E,PORT HURON,MI,48060,8109829200,Proprietary,12/18/04 0:00,Y,Y,Y,Y,Y,Y,90,96,100,100,87,85,100,100,98,199,199,100,98,40,28,59,60,81,23,201,42,201,29
237558,"UNITY HOME CARE, INC",12866 FORT STREET,SOUTHGATE,MI,48195,7342254422,Proprietary,12/11/04 0:00,Y,Y,Y,Y,Y,Y,91,86,100,100,80,73,93,93,100,199,199,199,94,40,45,69,60,61,199,201,54,201,28
237559,"ACCURATE HOME CARE, INC","18600 WEST 10 MILE ROAD, SUITE 212",SOUTHFIELD,MI,48075,2485699111,Proprietary,3/15/05 0:00,Y,Y,Y,Y,Y,Y,74,98,100,95,61,27,96,100,99,199,199,88,88,39,60,82,83,78,81,201,65,201,18
237560,MICHIGAN HOME HEALTH CARE INC,2910 WEST JEFFERSON,TRENTON,MI,48183,7346920840,Proprietary,4/11/05 0:00,Y,Y,Y,Y,Y,Y,43,199,199,90,199,48,199,95,199,199,199,199,81,46,66,60,71,52,199,201,56,201,32
237561,ACE HOME HEALTH CARE INC,15301 WEST 9 MILE ROAD,OAK PARK,MI,48237,2489675060,Proprietary,5/29/05 0:00,Y,Y,Y,Y,Y,N,29,93,97,96,50,51,90,100,100,199,97,100,92,31,41,74,74,63,199,201,55,201,19
237562,"RELIABLE HOME HEALTHCARE, INC","22150 GREENFIELD ROAD, SUITE 204",OAK PARK,MI,48237,2489689390,Proprietary,5/31/05 0:00,Y,Y,Y,Y,Y,Y,65,100,100,71,59,50,65,97,97,199,199,72,62,28,24,67,72,63,199,201,4,201,14
237564,"HOME CARE PROFESSIONALS, INC","3410 EAST 12 MILE ROAD, SUITE B",WARREN,MI,48092,5865585000,Proprietary,4/15/05 0:00,Y,Y,Y,Y,Y,Y,78,97,99,100,98,98,97,100,99,199,100,98,98,68,89,92,88,76,93,201,80,201,19
237565,"SUNRISE HOME CARE, INC","404 W NEPRESSING ST, STE B",LAPEER,MI,48446,8102451900,Proprietary,5/20/05 0:00,Y,Y,Y,Y,Y,Y,67,99,100,90,75,39,95,99,100,199,96,99,98,55,48,73,76,81,92,201,36,201,27
237566,"PEOPLE'S HOME CARE SERVICES, INC",17872 FARMINGTON ROAD,LIVONIA,MI,48152,7345259971,Proprietary,6/2/05 0:00,Y,Y,Y,Y,Y,Y,84,76,199,73,199,48,199,91,100,199,199,199,82,42,60,78,79,59,199,201,46,201,34
237567,"NEW HORIZONS HOME CARE, L L C","33045 HAMILTON COURT, SUITE G-30",FARMINGTON HILLS,MI,48334,2484735400,Proprietary,6/7/05 0:00,Y,Y,Y,Y,Y,Y,74,97,100,95,79,79,199,95,100,199,199,199,92,28,34,40,88,62,199,201,31,201,24
237568,"TENDER NURSING HOME CARE, L L C","24445 NORTHWESTERN HIGHWAY, SUITE 212",SOUTHFIELD,MI,48075,2483529330,Proprietary,6/7/05 0:00,Y,Y,Y,N,N,N,91,89,100,98,50,47,95,98,93,199,199,199,96,42,54,67,67,67,199,201,50,201,43
237569,"HOME CARE SOLUTIONS I I, L L C","21599 WEST 11 MILE ROAD, SUITE 300",SOUTHFIELD,MI,48076,2484438324,Proprietary,6/14/05 0:00,Y,Y,Y,Y,Y,Y,49,93,100,96,73,58,199,100,100,199,199,86,96,51,47,74,63,59,199,201,39,201,36
237570,"ROYAL HOME HEALTH, L L C","26711 WOODWARD AVE, STE 205",HUNTINGTON WOODS,MI,48070,2485829221,Proprietary,6/27/05 0:00,Y,Y,Y,Y,Y,Y,70,95,87,100,70,84,199,100,100,199,199,97,97,38,51,70,50,55,199,201,58,201,23
237571,"VITAL HOME HEALTH CARE, INC","21700 GREENFIELD ROAD, SUITE 206",OAK PARK,MI,48327,2489674075,Proprietary,6/23/05 0:00,Y,Y,Y,Y,Y,Y,88,96,98,97,95,73,97,100,100,199,95,97,78,30,85,76,96,87,199,201,63,201,20
237572,"FIRST CHOICE HOME HEALTH CARE SERVICES, INC","28091 DEQUINDRE ROAD, SUITE 205",MADISON HEIGHTS,MI,48071,2485840786,Proprietary,5/29/05 0:00,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,25,26,42,57,45,199,201,24,201,34
237573,HOME HEALTH OF AMERICA,"26699 WEST 12 MILE ROAD, SUITE 108",SOUTHFIELD,MI,48034,2489489960,Proprietary,6/19/05 0:00,Y,Y,Y,Y,Y,Y,77,93,98,96,82,67,86,97,98,199,85,91,89,48,47,69,68,50,199,201,47,201,29
237574,"SERENITY HOME HEALTH, INC","3460 EAST ELLSWORTH ROAD, SUITE 201",ANN ARBOR,MI,48108,7346770766,Proprietary,6/30/05 0:00,Y,Y,Y,Y,Y,Y,77,80,45,98,82,74,85,100,92,199,94,91,99,61,64,78,60,70,84,201,56,201,31
237575,HOME ADVANTAGE,401 CENTER AVENUE SUITE 150,BAY CITY,MI,48708,9898930500,Proprietary,8/9/05 0:00,Y,Y,Y,Y,Y,Y,83,95,84,98,76,65,91,98,97,199,96,89,95,49,59,64,59,57,65,201,46,201,30
237576,"ASSOCIATES IN HOME CARE, INC",44444 MOUND ROAD STE 530,STERLING HEIGHTS,MI,48314,5863230815,Proprietary,8/5/05 0:00,Y,Y,Y,Y,Y,Y,96,199,199,100,81,22,199,91,199,199,199,199,87,28,43,62,51,36,199,201,53,201,24
237577,"UNIVERSAL HOMECARE, INC","23900 ORCHARD LAKE ROAD, SUITE 280",FARMINGTON HILLS,MI,48336,2486150001,Proprietary,6/11/05 0:00,Y,Y,Y,Y,Y,Y,85,74,94,65,75,55,199,72,95,199,199,86,60,29,37,69,79,95,199,201,48,201,30
237579,COMFORT HOME HEALTHCARE L L C,"17250 WEST 12 MILE ROAD, SUITE 122",SOUTHFIELD,MI,48076,2489055295,Proprietary,9/8/05 0:00,Y,Y,N,N,Y,Y,93,90,98,88,43,16,199,97,100,199,199,199,88,26,22,52,68,58,199,201,60,201,22
237580,"PLATINUM HOME CARE, INC",7140 WEST FORT STREET,DETROIT,MI,48209,3133880510,Proprietary,9/14/05 0:00,Y,Y,Y,Y,Y,Y,98,66,96,85,23,12,199,76,96,199,199,199,76,78,79,88,86,73,199,201,57,201,26
237581,"C&S HOME HEALTH CARE SERVICES, L L C",4611 ALLEN ROAD,ALLEN PARK,MI,48101,3135515814,Proprietary,9/14/05 0:00,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199,199,199,199,199,201,199,201,199
237583,"ACCESS CARE HOME CARE, INC","850 SOUTH HEWITT ROAD, SUITE 1",YPSILANTI,MI,48197,7344849729,Proprietary,9/26/05 0:00,Y,Y,Y,Y,Y,Y,56,77,99,97,57,58,100,98,100,199,100,99,98,29,23,42,62,35,199,201,11,201,21
237584,HOME ADVANTAGE,1309 SOUTH LINDEN RD SUITE B,FLINT,MI,48532,8107339975,Proprietary,10/4/05 0:00,Y,Y,Y,Y,Y,Y,90,96,93,97,55,43,96,96,97,199,90,81,96,36,61,63,65,71,78,201,31,201,33
237585,"NATIONAL HOME CARE SERVICES, INC","17700 NORTHLAND PARK CT, STE 15",SOUTHFIELD,MI,48075,2484238565,Proprietary,10/23/05 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,33
237586,"FIRST MICHIGAN HOME HEALTH CARE, INC",28182 SCHOOLCRAFT ROAD,LIVONIA,MI,48150,7344584000,Proprietary,11/23/05 0:00,Y,Y,Y,Y,Y,Y,42,93,99,95,49,24,92,97,98,199,95,99,91,45,40,83,80,66,199,201,57,201,14
237587,"AFFABLE HOME HEALTHCARE NETWORK, INC","28475 GREENFIELD RD, STE 220",SOUTHFIELD,MI,48076,2485695303,Proprietary,12/5/05 0:00,Y,Y,Y,Y,Y,Y,70,77,98,100,68,62,199,98,98,199,199,199,86,52,69,73,79,79,199,201,64,201,17
237588,"AMENITY HOME HEALTH CARE, INC",42874 MOUND RD,STERLING HEIGHTS,MI,48314,5868031690,Proprietary,12/2/05 0:00,Y,Y,Y,Y,Y,Y,71,77,100,93,68,48,95,95,97,199,95,96,98,54,60,70,67,52,100,201,40,201,32
237589,"RM HOME CARE, INC","27208 SOUTHFIELD ROAD, SUITE 3",LATHRUP VILLAGE,MI,48076,2485571275,Proprietary,12/20/05 0:00,Y,Y,Y,Y,Y,Y,94,96,100,97,199,78,199,100,199,199,199,199,100,26,25,58,68,36,199,201,22,201,34
237590,"ACUTE HOME HEALTH CARE, INC",1633 WEST BIG BEAVER RD,TROY,MI,48084,2488161600,Proprietary,12/20/05 0:00,Y,Y,Y,Y,Y,Y,46,80,99,90,84,79,84,95,96,199,90,89,87,36,38,53,53,36,90,201,37,201,29
237591,"ALPHA OMEGA HOME HEALTH, L L C","7039 MAIN STREET, SUITE B,  PO BOX 2006",CASEVILLE,MI,48725,9898568686,Proprietary,12/21/05 0:00,Y,Y,Y,N,Y,Y,88,82,93,87,75,72,199,90,95,199,199,199,88,47,55,68,53,74,93,201,52,201,34
237592,"ADVANTAGE HOMECARE, INC",1406 EUREKA ROAD,WYANDOTTE,MI,48192,7342822627,Proprietary,10/23/05 0:00,Y,Y,Y,Y,Y,Y,92,95,96,97,89,79,199,99,100,199,199,199,89,44,64,59,63,72,77,201,50,201,28
237593,"FAITH HOME CARE SERVICES, L L C","28431 UTICA ROAD, SUITE B",ROSEVILLE,MI,48066,5864470100,Proprietary,12/9/05 0:00,Y,Y,Y,Y,Y,Y,62,95,100,68,45,44,94,98,95,100,91,100,91,50,49,72,85,70,93,201,62,201,22
237597,"CONTINENTAL HOME HEALTH CARE, INC","24381 ORCHARD LAKE ROAD, SUITE 2",FARMINGTON HILLS,MI,48334,2484719322,Proprietary,3/30/06 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,37,51,48,72,71,199,201,38,201,16
237600,"PATIENT CARE HOME CARE, INC","850 SOUTH HEWITT ROAD, SUITE 160",YPSILANTI,MI,48197,7344876461,Proprietary,3/10/06 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
237601,"SENIOR NURSING CARE, INC","2012 MONROE ST, SUITE 103",DEARBORN,MI,48124,3132789700,Proprietary,4/11/06 0:00,Y,Y,Y,Y,Y,Y,64,100,199,82,199,0,199,70,199,199,199,199,36,45,44,49,49,38,199,201,45,201,30
237602,"COMFORT HOME CARE, INC","16000 WEST 9 MILE ROAD, SUITE 230",SOUTHFIELD,MI,48075,2485570555,Proprietary,5/12/06 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,44,65,79,94,77,199,201,63,201,16
237603,"BALAJIE HOME HEALTH CARE, INC",24361 GREENFIELD RD SUITE 306,SOUTHFIELD,MI,48075,2484248188,Proprietary,5/25/06 0:00,Y,Y,Y,Y,Y,Y,71,87,97,97,73,72,74,99,97,96,74,96,96,39,41,55,62,49,87,201,33,201,28
237604,"PARAMOUNT HOME CARE, INC","27620 FARMINGTON RD, SUITE B-10",FARMINGTON,MI,48334,2484899068,Proprietary,6/21/06 0:00,Y,Y,Y,Y,Y,Y,52,100,100,100,67,49,100,100,100,199,100,100,100,44,49,76,77,41,68,201,30,201,27
237605,"OMNI HOME CARE, INC",35120 EAST MICHIGAN AVENUE,WAYNE,MI,48184,7347229800,Proprietary,6/27/06 0:00,Y,Y,Y,Y,Y,Y,64,91,100,100,199,28,199,100,199,199,199,199,100,34,40,80,80,77,199,201,68,201,22
237607,"SYNERGY HOME HEALTH CARE, INC",28009 JOHN R ROAD,MADISON HEIGHTS,MI,48071,2483368999,Proprietary,6/29/06 0:00,Y,Y,Y,Y,Y,Y,5,93,84,8,99,45,17,48,98,199,13,8,7,70,76,87,78,74,199,201,78,201,18
237608,"BEST CHOICE HOME HEALTH CARE SERVICES, L L C","25240 LAHSER ROAD, SUITE 7",SOUTHFIELD,MI,48033,2483578004,Private,7/6/06 0:00,Y,Y,Y,Y,Y,Y,61,89,97,88,44,17,199,94,93,199,199,76,80,42,45,63,75,64,199,201,35,201,20
237609,"SUPREME HOME CARE & REHAB, INC","22511 TELEGRAPH ROAD, SUITE 101",SOUTHFIELD,MI,48034,2483581434,Proprietary,6/30/06 0:00,Y,Y,Y,Y,Y,Y,84,62,95,70,70,51,67,81,84,199,76,91,75,58,70,61,75,60,199,201,44,201,31
237610,"SENIOR LINK HOME HEALTH CARE, INC","900 WILSHIRE DRIVE, SUITE 104",TROY,MI,48084,2482730937,Proprietary,6/23/06 0:00,Y,Y,Y,Y,Y,Y,85,88,100,94,55,44,59,100,100,199,199,45,100,42,55,78,62,65,199,201,46,201,27
237611,"UNITY HOME HEALTH CARE, L L C",575 COURT STREET SUITE C,WEST BRANCH,MI,48661,9893451126,Proprietary,5/31/06 0:00,Y,Y,Y,Y,Y,Y,92,86,97,96,33,34,97,100,99,199,94,98,96,49,55,81,87,76,83,201,52,201,23
237612,"CHAMPION NURSING CARE, INC","16250 NORTHLAND DRIVE, SUITE 368",SOUTHFIELD,MI,48075,2483277800,Proprietary,8/7/06 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,34,199,47,53,74,199,201,199,201,33
237613,CARING HEARTS SKILLED CARE,15565 NORTHLAND DR SUITE 406W,SOUTHFIELD,MI,48075,2484833840,Proprietary,7/10/06 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,35
237614,ACTIVE COMMUNITY NURSING,"4600 GARFIELD ROAD, SUITE 300B",AUBURN,MI,48611,9896622143,Proprietary,7/20/06 0:00,Y,Y,Y,Y,Y,N,93,69,99,100,76,67,42,100,94,199,66,74,97,48,63,72,70,72,84,201,65,201,38
237615,"PACE HOME HEALTH CARE, INC","12701 TELEGRAPH RD, #204",TAYLOR,MI,48180,7342874184,Proprietary,8/4/06 0:00,Y,Y,Y,Y,Y,Y,82,95,97,89,96,95,199,93,100,199,199,199,100,37,49,41,55,57,199,201,26,201,38
237616,"PATIENT FIRST HOME CARE, INC",25428 GODDARD ROAD,TAYLOR,MI,48180,3138275245,Proprietary,9/15/06 0:00,Y,Y,Y,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,38,62,63,55,56,199,201,34,201,25
237617,"OMNI HOME HEALTH CARE, INC","25932 DEQUINDRE ROAD, SUITE A",WARREN,MI,48091,5865820188,Proprietary,9/14/06 0:00,Y,Y,Y,Y,Y,Y,75,84,99,89,68,43,58,98,97,100,76,74,91,37,49,45,47,42,100,201,25,201,38
237618,"AT HOME HEALTH SERVICES, L L C","31555 WEST 14 MILE ROAD, SUITE 311",FARMINGTON HILLS,MI,48334,8102254832,Proprietary,10/2/06 0:00,Y,Y,Y,Y,Y,Y,91,74,100,99,84,78,87,99,95,199,199,95,98,40,40,60,54,52,77,201,34,201,30
237619,"AFFINITY HOME CARE AGENCY, INC",4204 MARTIN ROAD SUITE D,COMMERCE TOWNSHIP,MI,48390,2483638650,Proprietary,11/8/06 0:00,Y,Y,Y,Y,Y,Y,93,94,99,88,73,57,89,92,98,199,199,199,100,34,41,55,65,49,100,201,43,201,33
237620,"OPTIMUM HOME HEALTH CARE, INC","17940 FARMINGTON ROAD, SUITE 222",LIVONIA,MI,48152,7342665080,Proprietary,8/11/06 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,42,82,77,83,85,199,201,66,201,26
237621,EAST WEST HEALTH SERVICES,28800 VAN DYKE AVENUE,WARREN,MI,48093,5865829690,Proprietary,7/31/06 0:00,Y,Y,Y,Y,Y,Y,76,90,99,100,70,63,98,100,100,199,92,97,100,44,56,68,76,77,87,201,40,201,27
237622,"COMPASSIONATE HOME HEALTH CARE, INC",5797 FELSKE DR SUITE #100,BRIGHTON,MI,48116,8102258710,Proprietary,10/25/06 0:00,Y,Y,Y,N,N,Y,86,95,100,98,96,93,199,100,100,199,199,199,100,40,26,45,50,42,199,201,25,201,34
237623,"CARE-PRO HOME HEALTH SYSTEM, INC","520-B EAST 12 MILE ROAD, 2ND FLOOR",MADISON HEIGHTS,MI,48071,2483362203,Proprietary,9/29/06 0:00,Y,Y,Y,Y,Y,Y,89,96,100,100,28,38,199,100,100,199,199,96,84,46,65,78,84,62,199,201,63,201,22
237625,INTERIM HEALTHCARE OF WAYNE,"43050 FORD ROAD, SUITE 110",CANTON,MI,48187,8888996330,Proprietary,9/19/06 0:00,Y,Y,Y,Y,Y,Y,87,88,79,84,94,76,78,82,91,199,199,77,100,49,46,64,67,60,90,201,38,201,26
237626,INTEGRATED HOME CARE,1616 ALBANY STREET,FERNDALE,MI,48220,2484147620,Proprietary,10/11/06 0:00,Y,Y,Y,Y,Y,Y,85,90,100,100,100,100,199,100,199,199,199,199,100,49,63,69,60,66,199,201,46,201,45
237627,PRIMARY CARE NURSES HOME HEALTHCARE L L C,"2990 WEST GRAND BOULEVARD, #307",DETROIT,MI,48202,3138709260,Proprietary,9/5/06 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
237628,HOME AND HOSPICE ADVANTAGE,5986 CASS CITY RD,CASS CITY,MI,48726,9898725852,Proprietary,10/18/06 0:00,Y,Y,Y,Y,Y,Y,87,87,98,85,7,11,100,92,100,199,100,100,95,52,54,59,70,71,85,201,31,201,18
237630,"HEALTH CHOICE HOME CARE SERVICE, L L C","15565 NORTHLAND DRIVE, SUITE 814E",SOUTHFIELD,MI,48075,2484234460,Proprietary,9/19/06 0:00,Y,Y,Y,Y,Y,Y,73,97,100,96,70,70,95,97,99,199,199,87,82,42,44,56,62,49,199,201,40,201,22
237631,HEALTH LINE HOME CARE,"19111 WEST 10 MILE ROAD, SUITE 142",SOUTHFIELD,MI,48075,2482234820,Proprietary,10/19/06 0:00,Y,Y,Y,Y,Y,Y,91,98,100,97,98,65,91,98,98,199,199,199,88,67,66,83,94,79,199,201,28,201,23
237632,"ADVOCARE HOME HEALTH, INC",30161 SOUTHFIELD ROAD SUITE 201,SOUTHFIELD,MI,48076,2482032470,Proprietary,10/6/06 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,34
237633,"HANDS ON HEALING HOME HEALTHCARE, INC","3031 WEST GRAND BOULEVARD, SUITE 637",DETROIT,MI,48202,3137809146,Proprietary,9/14/06 0:00,Y,Y,Y,Y,Y,Y,66,96,100,32,20,21,95,97,100,199,100,94,76,38,20,43,73,36,199,201,53,201,17
237634,"TONE HOME HEALTH SERVICES, INC","26862 WOODWARD AVENUE, SUITE 101",ROYAL OAK,MI,48067,2485458306,Proprietary,12/4/06 0:00,Y,Y,Y,Y,Y,Y,85,94,99,97,83,76,89,98,97,199,87,98,96,45,49,67,58,62,88,201,43,201,28
237635,MED PLUS HOME HEALTH CARE,20002 FARMINGTON ROAD,LIVONIA,MI,48152,2488881952,Proprietary,12/7/06 0:00,Y,Y,Y,Y,Y,Y,79,199,95,88,199,87,199,96,199,199,199,199,96,37,68,79,75,37,199,201,55,201,28
237636,"PHYSICIAN'S CHOICE HOME HEALTH CARE, L L C",31875 PLYMOUTH RD,LIVONIA,MI,48152,7342611329,Proprietary,11/27/06 0:00,Y,Y,Y,Y,Y,Y,72,95,95,42,10,11,84,87,100,199,199,199,9,73,83,92,86,81,199,201,48,201,16
237637,"HOME HEALTH SERVICES UNLIMITED, INC","28091 DEQUINDRE ROAD, SUITE 203",MADISON HEIGHTS,MI,48071,2483983338,Proprietary,11/28/06 0:00,Y,Y,Y,Y,Y,Y,76,89,99,87,64,31,98,98,100,199,97,94,87,48,56,75,90,64,199,201,49,201,17
237638,"COMPLETE HOME HEALTH CARE, L L C","30840 NORTHWESTERN HIGHWAY, SUITE 120",FARMINGTON HILLS,MI,48334,2489320335,Proprietary,11/30/06 0:00,Y,Y,Y,Y,Y,Y,64,72,97,93,55,54,86,92,100,199,86,78,77,44,54,72,52,58,199,201,58,201,32
237639,"MED CARE HOME HEALTH CARE, INC","26211 CENTRAL PARK BLVD, SUITE 315",SOUTHFIELD,MI,48076,2484161180,Proprietary,12/6/06 0:00,Y,Y,Y,N,Y,Y,76,75,100,72,48,41,69,100,97,199,70,78,83,36,51,58,64,67,199,201,36,201,23
237640,"HEALING TOUCH HOME CARE, INC","7105 ALLEN ROAD, SUITE 201",ALLEN PARK,MI,48101,3133836220,Other,12/21/06 0:00,Y,Y,Y,Y,Y,Y,71,83,95,65,35,19,84,96,97,199,199,199,66,67,60,79,80,73,199,201,45,201,16
237641,"BETTER HOME CARE, INC","19111 WEST TEN MILE ROAD, SUITE 214",SOUTHFIELD,MI,48075,2482633100,Proprietary,12/20/06 0:00,Y,Y,Y,Y,Y,Y,50,66,93,98,25,19,93,100,90,199,199,199,81,30,20,45,44,31,199,201,42,201,13
237642,ALLEN HOME HEALTH CARE INC,"24100 SOUTHFIELD ROAD, SUITE 101",SOUTHFIELD,MI,48075,2485526231,Proprietary,1/19/07 0:00,Y,Y,N,N,N,Y,79,98,99,97,67,2,84,98,100,199,99,96,88,50,71,75,6,1,199,201,62,201,12
237643,SWIFT HOME CARE L L C,"28303 DEQUINDRE ROAD, SUITE 120",MADISON HEIGHTS,MI,48071,2483988827,Proprietary,10/30/06 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
237644,FUSION HOME HEALTH CARE AGENCY,20390 HARPER AVENUE,HARPER WOODS,MI,48225,3138855580,Proprietary,12/21/06 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,25,34,55,63,199,199,201,199,201,22
237645,"ACTIV-CARE HOME HEALTH SERVICES, INC","29256 RYAN ROAD, SUITE A",WARREN,MI,48092,5865588080,Proprietary,11/28/06 0:00,Y,Y,Y,Y,Y,Y,72,84,90,93,49,45,85,94,97,199,67,75,81,43,70,69,78,69,199,201,43,201,34
237646,"BASSAY HOME CARE, INC","13855 WEST NINE MILE ROAD, SUITE B",OAK PARK,MI,48237,2483996434,Proprietary,1/19/07 0:00,Y,Y,Y,N,N,Y,79,100,100,53,92,100,199,100,100,199,199,100,97,67,93,56,96,49,199,201,42,201,46
237647,"CARE ONE HOME HEALTH SERVICES, INC","2660 44TH STREET SW, SUITE 500",WYOMING,MI,49519,6167194440,Proprietary,2/22/07 0:00,Y,Y,Y,Y,Y,Y,67,83,99,99,82,64,87,98,99,199,199,88,93,49,68,68,75,77,199,201,43,201,26
237648,"COVENANT HOME CARE, L L C",4066 TELEGRAPH ROAD 1A,BLOOMFIELD HILLS,MI,48302,2485936177,Proprietary,2/22/07 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
237650,"COMPASSIONATE CARE HOME CARE SERVICE, INC",14215 W MCNICHOLE,DETROIT,MI,48235,3138632273,Proprietary,3/3/07 0:00,Y,Y,Y,Y,Y,Y,86,59,86,52,33,57,199,73,199,199,199,199,50,32,39,53,57,59,199,201,35,201,31
237651,"BEST CARE HOME HEALTH SERVICES, INC",17318 FARMINGTON ROAD,LIVONIA,MI,48152,7345130400,Proprietary,12/6/06 0:00,Y,Y,N,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,32,35,84,92,0,199,201,199,201,25
237652,"OPTIMUM PLUS HOME CARE, L L C",21521 VAN BORN ROAD,TAYLOR,MI,48180,7346207520,Proprietary,3/16/07 0:00,Y,Y,Y,Y,Y,Y,95,95,94,88,61,22,97,94,99,199,85,82,88,37,62,67,79,38,199,201,65,201,23
237654,"PROVISION HOME CARE, L L C","27440 HOOVER ROAD, SUITE D",WARREN,MI,48092,5864277223,Proprietary,3/6/07 0:00,Y,Y,Y,Y,Y,Y,53,96,97,97,51,36,96,77,93,199,199,90,91,46,49,75,64,63,199,201,62,201,25
237655,ACCLAIMED VISITING NURSES,"24901 NORTHWESTERN HWY, SUITE 605",SOUTHFIELD,MI,48075,2483520100,Proprietary,3/2/07 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,47,50,56,199,199,199,201,199,201,19
237656,"MERCY HANDS HOME CARE, INC",3138 BIDDLE AVENUE,WYANDOTTE,MI,48192,7342853813,Proprietary,3/1/07 0:00,Y,Y,Y,Y,Y,Y,96,100,199,100,199,100,199,100,100,199,199,199,100,28,65,82,99,87,199,201,3,201,12
237657,PRIME HOME CARE,"17515 WEST NINE MILE ROAD, SUITE 425",SOUTHFIELD,MI,48075,2489678572,Proprietary,4/4/07 0:00,Y,Y,Y,Y,Y,Y,70,93,100,100,81,61,81,100,99,199,91,97,96,39,36,61,64,58,199,201,33,201,26
237658,PREMIER VISITING NURSE AND HOME HEALTH SERVICES,"33333 DEQUINDRE ROAD, SUITE C",TROY,MI,48083,2485979040,Proprietary,9/1/06 0:00,Y,Y,Y,Y,Y,Y,83,73,97,95,65,52,89,97,94,199,90,81,92,42,45,58,67,61,93,201,49,201,25
237659,JOHN PAUL HOME HEALTH CARE,15565 NORTHLAND DR STE 803 W,SOUTHFIELD,MI,48075,2484231212,Proprietary,3/16/07 0:00,Y,Y,Y,Y,Y,Y,91,81,100,100,78,55,94,99,98,97,85,95,99,63,76,71,63,69,199,201,48,201,20
237660,"EXECUTIVE HOME HEALTH SERVICES, L L C",25900 GREENFIELD RD - SUITE 410,OAK PARK,MI,48237,2489679998,Proprietary,3/29/07 0:00,Y,Y,Y,Y,Y,Y,73,90,96,90,48,50,199,95,100,199,199,199,82,54,57,76,66,62,199,201,44,201,23
237661,"CADILLAC HOME HEALTH CARE, INC","23300 GREENFIELD ROAD, SUITE 113",OAK PARK,MI,48237,2489689714,Proprietary,4/4/07 0:00,Y,Y,Y,Y,Y,Y,80,86,100,97,8,23,199,100,100,199,199,199,66,37,33,55,46,57,199,201,34,201,10
